350
16 70
18 30 264924
31 42 95922
10 25 99657
39 38 66376
3 2 46364
42 1 66574
8 9 124901
37 33 192974
7 24 101360
42 24 110672
25 14 80879
17 45 225623
22 29 206175
21 16 128636
16 36 143755
44 33 188790
3 34 163480
30 26 243337
19 21 156527
40 44 128729
19 31 123823
16 34 193424
6 22 250257
8 41 104209
2 41 111690
18 34 154624
33 41 172779
23 5 172526
6 17 219017
2 38 168602
23 32 124775
19 3 120608
15 45 125519
34 37 153394
11 32 139185
10 27 95937
37 28 238624
22 40 111883
36 29 139641
1 27 67078
26 5 145960
8 28 234955
27 14 100442
37 3 156345
30 16 298391
21 5 155020
14 36 79818
32 24 10654
17 21 123157
9 4 92867
37 15 50923
22 15 206724
9 10 111200
39 18 86666
43 21 117425
13 25 115946
12 33 145924
6 3 79049
42 22 188195
43 15 29730
42 34 98989
30 13 233664
28 11 183544
35 20 72059
9 32 177486
19 15 15186
28 12 169738
21 41 165309
24 30 240362
33 32 83625
18 3 129554
45 7 133480
7 18 91548
44 13 151436
18 10 78882
9 29 188102
17 22 143793
28 23 193929
16 2 199254
18 19 21920
32 4 95104
10 35 82103
4 19 38629
43 6 94436
7 17 206103
42 41 118697
29 28 201983
32 41 136701
45 24 113006
3 9 170726
25 40 173879
20 34 102364
39 27 91147
41 12 106269
5 11 113963
32 29 106998
22 31 168623
7 5 190432
43 25 87611
32 39 108647
1 31 88960
33 15 142051
43 11 50368
24 31 91100
36 3 122792
1 12 120874
3 16 157126
19 22 209363
19 25 119953
18 28 194974
25 28 176350
44 25 49478
20 39 34406
27 42 504
21 14 146550
8 14 85450
24 11 149839
42 35 46810
7 16 146926
39 4 26117
16 8 100802
39 11 30538
28 7 185691
29 40 155071
20 17 166815
16 33 217957
3 32 164509
41 7 101748
39 33 144725
17 35 139565
3 10 100312
12 15 146365
20 11 64944
15 42 100543
6 10 106482
32 14 117942
39 13 58670
37 42 151466
20 5 151144
26 33 157570
16 22 282630
40 41 146726
34 40 120586
35 15 87213
23 29 124906
43 9 99154
28 13 198880
13 21 152520
27 36 122010
9 41 141725
31 3 160413
13 1 45148
43 10 24620
17 5 85963
38 29 75727
45 2 187242
14 42 99938
17 19 197155
34 25 175399
18 29 155784
45 6 143587
31 18 145743
32 8 165801
31 26 124156
27 16 176953
1 6 98675
41 18 64228
44 12 42866
20 9 85917
36 32 139510
39 7 73694
17 38 128628
5 41 126202
10 2 105943
2 43 122056
40 4 92555
2 30 215707
24 16 205107
1 9 103393
7 35 111347
23 31 78199
41 19 86148
7 8 118274
37 40 150343
44 27 39210
5 3 154010
24 3 175163
40 38 79344
23 38 82504
33 42 156847
39 41 28054
11 40 149210
36 45 163060
37 12 197288
17 11 179549
17 33 180938
26 21 156860
28 34 178498
39 31 104551
6 27 147082
34 4 94075
33 18 179157
4 35 63770
9 11 145402
42 9 169967
6 8 146005
9 12 200984
2 7 157781
45 44 121447
41 11 40002
4 45 118654
16 37 173715
43 26 45249
18 22 231283
13 37 108988
23 37 104037
29 34 116969
23 42 106771
11 8 69798
26 15 62405
4 43 6287
44 37 191180
4 38 52833
28 10 182591
11 36 101061
28 38 137256
12 19 161551
41 36 98577
20 12 131211
10 17 157314
24 20 114047
7 29 142812
35 24 63862
11 22 227362
9 24 188140
35 5 184949
20 22 191570
30 32 229708
20 38 61122
23 39 55788
42 45 92128
25 5 188322
42 19 115729
7 15 54442
7 6 135726
41 38 94430
11 42 121181
15 40 99420
3 39 55862
8 10 89030
15 38 76276
20 43 14576
40 30 244907
3 29 177214
45 3 200633
18 6 148698
23 41 83842
33 9 211475
18 45 116375
5 2 179567
15 36 67849
19 26 77591
39 35 77313
9 22 153786
41 10 72504
2 21 205508
27 41 119201
6 14 123561
25 12 92344
11 37 131021
30 10 186042
3 44 168964
25 36 108598
1 11 54607
17 1 148000
26 11 59760
10 38 71166
16 1 109875
2 36 168682
17 4 158526
13 33 153230
12 24 172770
4 6 88149
37 43 80653
27 38 58251
7 26 86539
42 36 121506
27 19 116233
18 25 141873
26 8 109659
4 20 8289
13 11 70618
8 21 188595
18 11 104230
35 14 77506
28 27 87662
29 43 101522
41 3 65326
43 41 47884
38 16 152182
23 8 100368
35 41 96265
36 12 108749
39 8 94745
17 8 192056
1 3 79931
44 28 126872
28 4 164258
36 34 138481
29 33 23373
28 32 94985
4 8 70697
26 44 91840
26 40 131517
14 43 29125
40 6 150869
1 23 40197
21 7 165475
24 29 96344
28 15 187701
15 2 147719
43 5 136568
39 6 114266
25 26 42362
29 31 113902
15 10 41776
27 32 100522
2 9 217090
15 32 118547
1 25 91850
2 19 162905
43 17 152239
26 3 85084
45 1 129180
25 17 220595
43 8 76984
3 13 95942
45 13 148147
7 33 166185
2 23 94605
7 12 170499
45 25 170925
22 37 242600
5 33 184385
5 40 235410
24 44 150386
44 32 139732
40 39 118672
31 32 80446
27 45 92632
10 11 74988
14 16 114102
36 9 92235
23 34 123746
34 7 141652
45 34 146685
26 42 116062
44 42 39714
36 5 187261
11 14 21243
20 42 85389
26 6 127111
35 38 10937
21 15 141341
14 12 87510
21 31 32704
28 26 200818
29 30 263164
31 33 137275
40 33 159878
32 34 83513
45 33 185977
8 12 136065
33 43 124895
20 21 126187
34 41 135672
28 19 202887
6 21 180591
28 9 257125
31 43 84721
26 45 157616
25 2 173810
23 45 92637
26 2 131448
45 8 184222
30 5 265994
14 44 122397
7 23 77248
24 2 221527
45 31 143618
22 33 229548
31 15 108637
45 37 176442
24 28 105639
2 6 125413
18 13 95171
22 44 227909
13 10 52955
37 14 109778
1 21 121664
22 45 137982
23 9 122538
19 13 73251
6 20 96438
3 7 111417
29 44 173188
14 30 239787
23 17 168652
39 12 96805
31 37 73977
11 25 102122
8 36 115103
33 11 175263
41 6 142320
39 30 230492
7 44 164391
31 28 175431
24 14 128596
29 42 133474
33 6 206757
44 16 216163
23 11 86326
28 14 162301
43 22 176994
5 10 161188
41 20 62460
43 16 105636
34 17 169870
5 9 231602
16 12 180805
30 3 202783
35 19 102399
45 14 154066
3 4 81979
7 25 128901
8 18 91244
20 1 18815
23 3 111650
15 41 77614
26 16 138311
36 39 70523
9 26 131829
19 24 132563
12 4 122922
2 17 93604
2 32 210873
8 42 147797
13 41 68134
6 16 174657
37 9 121686
17 9 251393
44 21 160326
34 39 107618
19 37 66109
9 13 127489
18 24 110643
15 44 140257
20 44 125103
33 36 163014
12 18 170497
16 19 137978
3 11 67810
27 26 116566
25 23 110995
42 13 111722
4 7 47577
7 22 202294
36 26 83368
6 31 147887
35 16 163119
1 36 54932
9 19 55577
4 11 56655
34 24 94167
17 14 158306
22 32 172719
31 16 117664
18 1 71075
2 22 210934
15 11 80098
40 2 186686
28 39 171596
6 12 65006
7 40 123554
10 29 113568
31 38 38175
40 27 115721
5 31 176416
24 41 147355
21 42 128626
29 17 204311
12 42 82580
14 18 82987
31 35 49112
40 19 114606
25 27 88688
19 36 83035
24 39 119305
34 26 133037
39 16 123397
4 13 34622
15 30 227818
23 44 139352
44 17 172201
25 9 174191
42 39 90643
14 34 116913
3 25 127446
4 18 60549
32 40 97561
14 20 43701
10 36 62739
38 9 141629
11 16 135345
34 11 138156
18 43 66836
44 5 223096
35 32 53208
10 22 171512
15 1 33969
35 27 47314
23 30 197380
3 38 122238
15 25 104767
6 5 231004
1 14 33364
30 41 258546
24 8 176455
3 42 146505
5 29 207758
29 11 151890
39 2 102226
7 9 125205
43 24 99471
21 29 90487
21 25 199222
12 23 96486
5 22 229756
18 17 198357
44 19 155443
19 33 157237
37 7 105365
20 10 26622
45 32 123660
25 39 71584
14 40 127967
38 42 57747
2 44 215328
23 33 148279
32 10 113437
41 25 99638
35 12 129390
25 4 81324
39 17 149011
44 18 167866
5 15 166298
38 44 97461
16 42 176449
21 22 201327
21 37 106681
10 26 57295
23 36 74077
37 29 169601
1 26 49488
10 19 56962
36 13 79028
6 15 111592
21 30 257701
14 33 154020
9 31 178061
24 33 72971
4 44 116814
4 23 29671
11 21 167793
19 7 69628
22 38 130448
38 21 70879
26 13 73584
5 28 269744
39 22 196824
27 31 96426
11 27 121685
1 37 84892
40 21 143089
3 33 200587
20 45 110365
38 25 134157
43 32 88817
30 38 187437
11 30 236164
41 45 172825
38 19 91462
21 32 113150
37 32 154423
34 1 92027
42 40 115217
2 12 180441
18 42 137649
42 17 133495
38 13 87455
23 19 68300
27 18 138153
19 30 243004
22 27 188699
36 18 104955
19 1 49155
33 10 136941
22 30 224324
37 8 131554
21 28 208135
6 34 182224
11 44 109133
2 29 219511
22 4 183281
20 3 90268
16 45 212874
27 20 85893
30 34 228679
27 12 82076
38 11 96914
36 6 43743
23 24 135429
18 15 37106
21 9 210765
25 24 111287
28 45 179286
7 32 90706
18 5 187377
35 18 124319
24 36 129008
24 22 183373
10 21 99565
10 24 124091
43 7 53864
43 30 210662
31 20 93483
16 40 191904
25 29 176559
43 19 44916
7 38 100410
10 14 53745
39 1 24069
25 8 152021
42 5 207381
40 8 163252
40 24 86907
8 3 132017
28 3 115734
2 8 98452
5 45 258811
19 20 30340
21 3 193117
38 24 52925
2 18 175918
8 35 134467
10 7 65910
1 41 52123
37 41 128537
32 12 182598
6 11 131273
15 29 118678
29 12 169297
36 43 50693
45 30 267321
27 24 111176
40 28 192546
39 19 64746
23 16 129020
26 22 222243
11 2 114174
32 16 194453
36 40 136961
40 3 174534
28 20 172547
20 32 103393
31 11 135089
4 15 23443
13 29 129857
28 33 178610
19 8 69324
5 37 217221
12 21 117460
27 17 132991
12 26 126027
13 34 128697
37 26 113328
8 20 78986
14 3 46567
20 7 39288
23 15 53114
30 28 310468
6 30 123734
9 35 152566
6 37 162515
38 32 42271
15 3 105422
22 8 253978
28 6 194783
10 34 112408
21 23 110903
17 37 164430
1 5 140807
1 28 153732
44 10 135147
23 26 68633
7 14 82989
25 20 89613
22 35 141385
18 26 99511
8 15 84510
20 15 15154
44 9 165474
45 9 193872
5 34 218078
7 36 91983
27 4 77604
36 4 44406
42 7 124677
26 29 134197
31 44 135636
12 10 107824
40 45 26099
10 10
6 7 7
8 5 3
3 7 7
10 4 24
6 2 8
8 7 19
3 9 22
5 7 17
9 2 12
2 7 2
40 603
20 6 78441
19 5 121790
25 31 62607
6 25 78557
40 39 114360
1 32 102761
17 32 135611
3 5 107797
38 18 140412
10 33 61171
5 27 72087
2 20 118073
12 18 169639
28 36 134988
5 8 45389
32 36 156342
9 37 47566
21 30 66829
22 24 68286
29 8 37984
27 7 85810
36 35 105299
17 2 160105
8 38 70066
33 36 71091
7 31 26190
10 34 104810
37 18 136514
17 25 108022
37 7 63172
8 27 87314
5 24 72869
26 18 264813
37 16 87513
2 35 63793
5 20 14055
25 21 92245
4 21 96443
15 39 51468
37 20 62840
7 20 332
9 12 160290
13 34 76995
26 4 245657
32 6 94716
19 18 186459
2 25 75503
35 24 75301
4 30 120630
24 17 107825
37 17 105293
38 28 82006
18 32 163908
8 32 93562
36 37 96800
11 22 67449
31 27 112000
15 18 133568
15 12 96858
31 18 105246
18 1 83300
5 12 104306
10 9 83028
33 12 138433
9 27 97909
14 16 46020
17 13 116162
3 26 205463
28 7 84301
28 4 117899
15 24 76460
8 10 57301
7 5 13723
25 35 11710
26 32 236617
2 23 176626
25 11 60074
8 11 74008
38 16 106160
19 27 61245
37 23 91945
28 14 105316
4 24 75122
23 38 134038
20 12 90915
40 28 175943
31 15 32465
15 7 54512
18 33 126906
14 6 85166
2 32 151992
39 9 104006
40 6 136865
16 27 110815
39 1 50101
40 18 216599
2 21 144328
1 5 18631
8 4 76536
22 12 129309
2 6 154060
11 36 79410
25 8 105160
26 16 210762
26 9 219242
26 12 252719
16 6 103114
40 29 131698
3 29 71498
15 16 79517
2 8 166574
29 24 36570
13 27 57006
14 24 56532
40 38 183198
29 13 60900
7 18 79056
28 18 111702
8 28 132470
8 22 69700
30 1 120601
14 33 95274
20 28 83969
39 29 79977
30 8 72988
34 2 157260
33 19 134282
21 35 80535
30 35 105503
30 25 117213
25 32 99909
17 22 50040
10 2 182540
27 25 131858
10 26 226422
26 28 270058
28 31 80586
23 16 83226
21 22 89607
20 33 48182
13 26 187115
28 13 113105
29 20 86377
31 5 39913
32 20 105987
29 35 111871
12 37 121421
32 10 108443
24 20 70517
29 9 63711
5 17 101988
17 39 64418
7 13 28804
37 32 79115
35 34 93467
19 38 139305
24 30 45508
8 24 27480
8 15 103940
7 14 71025
5 6 75437
26 24 170535
5 23 72608
25 26 231805
11 38 53436
16 32 82664
8 20 59444
31 19 103223
7 3 105113
38 3 77514
30 19 157829
23 7 58885
12 32 143858
18 22 144693
6 10 58455
27 3 111997
40 20 137875
7 39 45193
25 16 41317
29 22 31716
4 22 70268
29 7 86709
25 5 59771
13 38 100374
12 38 120362
29 10 19317
6 22 70854
31 37 57028
26 23 220090
1 38 87067
35 19 116114
19 34 91938
2 7 118405
38 25 113510
39 19 84220
40 7 138207
28 30 135192
8 37 14447
3 12 143316
13 40 162144
3 17 127447
29 30 82078
3 15 111388
19 28 145803
1 23 63129
10 37 42854
29 28 141560
13 22 92616
22 10 12399
23 20 58553
35 39 31894
26 8 198015
18 17 166657
10 5 95298
39 28 61583
16 10 128510
40 34 135831
15 1 59420
5 35 68335
14 32 122614
20 34 106131
8 7 59112
31 21 34704
24 13 57788
30 39 73609
12 7 90583
35 40 146254
11 28 78053
30 34 180291
26 35 240369
9 13 40903
15 37 89493
32 33 104824
4 19 140110
17 26 274022
33 13 19046
38 33 81328
24 27 114794
8 31 71475
34 37 121750
24 23 104978
21 34 156104
26 31 211947
33 7 47850
17 35 96312
33 28 132151
35 8 102781
10 39 96318
25 22 127523
37 6 15601
11 37 59561
21 32 44761
14 19 113905
20 27 86142
7 35 54612
6 38 71220
12 23 149468
26 39 213942
36 5 36964
28 24 104990
31 38 55969
3 21 56249
6 33 41310
21 38 21265
36 34 129040
5 40 151930
23 31 85075
36 26 135070
12 21 99097
34 23 55719
4 37 62089
17 23 86732
36 29 112945
10 13 80217
22 34 92411
1 2 113497
6 4 77690
38 30 88094
31 32 79465
32 34 181666
12 27 117319
40 17 49942
13 6 60356
2 29 167491
21 17 113059
35 31 50897
25 29 117695
2 36 169092
38 32 23496
21 28 103271
13 1 33712
11 24 46528
7 10 103505
29 26 207105
15 17 112284
9 22 95427
5 37 59836
38 20 82491
23 18 137277
21 20 61226
24 6 28634
14 40 157798
17 6 112774
8 9 33119
1 35 49704
20 14 70693
39 33 82149
11 29 83098
15 19 132086
16 33 72855
39 3 63029
35 11 48364
25 34 105177
33 11 76573
36 39 95880
12 11 66926
37 27 101761
39 12 83396
5 26 172034
21 16 85899
31 40 133363
12 24 108388
31 1 31098
20 15 54844
36 24 109833
34 27 134001
19 16 121980
27 6 117362
14 31 97215
31 36 76877
5 30 118377
3 20 105445
23 33 105794
29 23 68408
7 26 185757
36 8 82353
38 15 88434
37 22 55253
16 34 123074
22 31 64916
16 29 111050
39 11 16470
30 32 111590
27 1 90718
5 18 92779
8 6 30048
24 37 13033
14 9 111218
10 28 157901
34 5 92076
15 5 68235
4 14 131654
12 25 127000
27 17 59156
20 10 103837
12 10 141708
30 10 101395
3 4 110050
35 13 83416
3 1 110021
1 24 75093
7 36 50687
14 38 99118
25 14 87337
34 8 107303
37 19 108573
31 30 89503
18 4 149644
4 31 97442
5 16 38728
28 23 142522
21 37 34354
28 22 145502
27 29 117906
31 17 83421
25 7 46048
20 17 87933
27 26 244121
10 36 132262
33 2 166255
9 2 158598
2 13 147209
1 20 4576
3 31 78923
37 13 44755
20 4 70920
21 11 32171
36 4 121939
21 36 111581
10 18 132294
19 20 107735
35 14 75627
18 8 138168
34 3 169711
35 3 94923
15 23 98936
20 22 91438
40 19 43893
19 10 82241
29 37 23537
12 16 115588
29 4 38552
19 32 115809
37 26 183568
26 6 199169
9 40 195409
39 32 93402
6 18 152115
40 21 163001
11 3 79499
15 29 93960
33 17 123610
27 35 140422
3 40 177389
23 30 150486
35 15 83362
9 20 70039
39 31 19003
25 15 95072
29 12 144958
40 12 197756
33 27 76052
20 31 26522
17 34 111740
22 32 120842
1 11 33631
20 11 29055
39 23 104078
17 10 62439
15 27 140322
22 35 115813
10 24 55887
1 29 90953
16 30 135110
40 33 173552
23 32 157534
38 27 157380
17 36 138952
7 30 115693
8 12 135868
37 2 152127
35 16 29607
26 2 304162
24 9 60599
2 40 210047
33 3 73670
19 25 117023
36 19 158754
6 28 119956
39 4 116445
10 38 84947
5 4 84975
7 17 88265
31 2 114690
28 32 58510
29 34 124127
25 39 43604
19 9 156139
1 25 41140
32 5 119378
34 33 96041
20 36 51019
17 1 92509
18 35 118307
36 30 155341
12 36 141270
24 39 43407
11 13 57527
36 25 96735
38 29 79156
7 16 25005
11 18 107779
25 10 137012
22 38 97346
14 22 124818
23 3 139906
2 15 147155
10 40 112381
17 38 134324
9 28 124494
14 15 125537
29 17 81756
26 20 186089
10 3 90815
32 35 88199
23 19 106534
16 17 112606
1 9 74615
3 25 106633
38 5 95882
37 25 94158
26 30 216043
16 22 116111
27 23 144695
13 20 29136
3 32 101010
18 16 103397
7 21 60894
12 14 95016
36 40 188894
17 28 126001
16 40 162548
5 13 15081
27 39 123574
16 3 124530
21 27 136115
24 34 134783
13 8 30308
13 12 119387
25 18 124440
15 32 111930
11 34 134522
13 21 79109
9 33 21857
17 12 147814
28 35 29689
3 6 63562
17 11 80888
27 36 109051
40 15 162226
18 2 54514
14 37 69565
1 21 65802
31 33 74040
28 12 144979
23 10 49091
8 40 166913
3 24 34928
30 17 138027
31 9 95897
4 38 82885
28 25 41399
1 16 20097
9 38 103185
4 9 102263
10 21 77208
3 13 92716
1 28 79393
14 26 227067
3 2 158716
33 1 52758
26 34 264110
3 28 124612
20 16 24673
6 12 137022
23 9 127651
5 11 42446
30 20 116025
2 22 170141
13 14 99829
13 36 52045
8 39 70887
12 1 95491
9 5 55984
14 27 156835
6 34 137351
34 14 169094
6 36 112401
32 29 97941
10 4 57869
8 17 119740
9 11 98430
2 27 204215
6 23 107546
32 9 126681
6 31 72629
29 21 57891
16 13 53809
24 7 70185
21 18 139950
26 15 240269
20 25 45716
21 6 49955
34 28 123156
11 7 28723
16 4 86441
23 11 87608
1 19 112311
28 37 118023
23 13 87689
30 13 103296
39 13 73997
27 28 170111
21 15 67169
2 30 169296
14 30 102040
11 6 75162
4 32 59389
7 9 69707
11 19 100690
11 32 76932
8 23 106392
11 15 34998
29 14 93102
21 24 21321
14 8 84012
10 15 74643
40 11 130830
15 33 102362
1 14 66117
25 40 157964
37 3 47961
27 32 177054
27 299
3 10 184790
5 24 167896
2 13 93494
26 11 332165
25 1 57785
6 17 119348
6 10 173670
13 7 212967
10 12 129685
8 16 16888
22 6 150936
5 2 108253
10 27 117125
9 6 120029
4 25 19468
22 13 162298
17 20 77794
9 15 83030
13 19 90738
2 1 86558
18 15 206849
7 18 284207
7 22 233417
21 18 175494
9 22 124192
19 2 155960
6 7 202441
7 16 211838
20 25 14971
19 12 151331
22 2 114828
11 6 312987
21 6 92906
8 12 46793
27 26 123447
22 5 201640
20 4 34420
20 19 156558
2 27 147325
8 20 99392
2 23 40966
1 13 6936
10 2 83647
2 24 59643
24 4 68967
9 16 95556
27 11 252589
15 20 68824
15 6 124261
7 11 196848
26 4 86649
26 25 98100
8 25 84421
11 10 338487
8 3 156791
9 2 28012
22 18 233524
1 19 83802
27 16 180772
24 20 103387
22 20 139930
18 20 179451
14 17 144316
23 24 100609
18 2 139913
22 3 190293
7 20 169390
4 5 117577
22 17 150324
8 9 83660
9 27 147729
16 19 215012
7 12 204036
10 19 136939
21 27 33344
19 17 88840
9 23 68978
9 3 73131
12 9 87754
23 17 132562
13 3 169816
4 8 64972
21 8 164316
18 17 201936
4 1 77234
17 4 82272
18 1 206974
2 25 28773
15 12 142368
5 25 137026
18 9 167925
5 12 136963
17 15 82694
24 10 111643
6 5 177482
25 19 141587
5 20 151997
15 26 147191
3 21 132236
13 17 11974
2 26 77325
25 15 53853
20 10 106749
23 4 50290
15 1 87732
10 23 124613
27 24 122494
27 12 170095
1 16 137035
27 4 138001
20 14 96464
24 7 203937
9 17 100960
1 6 124386
26 8 151621
6 26 179992
5 3 209396
23 12 119356
13 15 94668
22 10 198475
5 26 185578
26 12 123363
24 21 123397
14 1 139278
6 4 101341
23 25 69739
17 1 5038
12 20 103486
16 4 76868
8 27 184135
16 15 116073
25 21 85208
23 6 151631
7 25 154419
11 8 271943
8 13 113211
3 27 98892
27 25 118552
3 23 142109
22 14 71699
2 17 91596
12 1 146300
6 13 131322
26 1 59459
21 2 113983
19 4 161036
22 27 91374
8 2 74296
21 20 100179
4 11 245516
10 18 223560
15 2 82626
2 7 144294
24 22 143884
25 12 88515
1 8 120147
16 2 67544
25 22 124953
14 19 144309
19 6 208188
23 26 118296
10 1 53137
18 19 290776
6 25 81892
7 17 200993
21 13 104268
26 3 178468
9 13 102858
10 5 191900
17 12 151338
26 14 130385
12 24 138033
26 17 64497
16 22 142402
7 27 142043
20 2 43744
24 18 199556
26 13 52523
16 20 111288
20 1 72756
22 26 192153
2 3 101143
16 10 151191
20 9 53108
14 8 53815
15 21 31355
1 7 206031
15 22 89385
19 22 72610
12 2 78390
4 12 69066
24 17 63544
24 14 131011
8 6 166313
23 22 155794
24 15 92042
8 22 125514
7 14 197014
11 13 323513
3 7 43151
5 7 252547
14 21 129729
16 23 70037
23 21 154947
18 23 180879
16 6 178209
1 21 97332
1 5 194811
13 4 84170
26 24 117965
2 4 9324
25 3 111268
14 18 211281
23 15 123592
22 1 155362
14 4 62044
11 16 288831
24 13 65442
14 13 146214
16 12 63681
13 18 213910
9 21 114385
3 24 160786
23 5 149219
3 17 157842
3 12 160885
1 24 58506
8 19 198124
20 26 113071
27 15 64699
16 26 144869
16 14 70703
25 17 62823
19 3 191744
11 17 311539
18 11 394753
7 8 199942
16 3 168687
24 11 314483
9 26 105337
11 25 264965
1 3 162880
9 10 111659
17 27 58950
16 13 130099
21 16 147428
13 5 201747
4 7 134970
27 1 63988
26 18 217238
23 13 134460
21 12 136751
5 17 199849
5 19 264213
19 21 130640
3 6 159290
6 14 163385
13 10 46201
4 22 105504
6 20 96863
20 23 84710
23 8 86925
14 15 135346
10 17 58175
14 10 136707
8 17 125185
11 12 225150
19 11 345441
9 25 38137
25 10 91778
18 25 164480
20 27 133523
23 27 188291
6 12 170407
24 6 170308
8 24 133939
7 19 234895
18 3 241056
24 19 96317
27 19 147790
18 12 218303
21 7 175387
1 9 95922
11 3 153697
3 20 126239
23 14 112334
25 14 81493
24 16 127187
27 6 60398
5 14 129941
5 18 94894
10 7 224715
11 14 218128
15 5 190879
5 9 136265
16 5 175797
15 4 73302
12 14 7022
17 21 92294
42 545
39 8 180117
38 42 164348
10 16 190711
22 39 137781
1 31 174005
22 28 110160
30 10 149763
5 9 34345
9 11 188883
11 36 145281
17 36 108471
4 39 128778
33 38 69450
32 1 195097
37 20 93650
3 4 125407
24 10 91344
12 41 59665
36 35 163431
41 3 149626
32 28 158859
13 42 154898
27 23 88438
13 36 67549
5 40 174548
31 10 137359
21 10 176710
31 3 114968
2 35 122004
9 29 121259
32 11 73121
9 34 99060
1 42 178750
12 9 71391
35 37 147489
16 12 76054
17 25 37913
15 28 108988
21 19 64220
18 25 126192
36 1 209341
22 42 196234
38 1 176297
4 27 102249
38 31 163765
15 13 56839
8 40 217626
34 20 152404
3 18 20078
8 34 176643
30 42 115026
17 27 156381
7 42 91939
7 6 147671
6 24 164621
25 8 242251
8 21 100576
4 36 120574
34 30 89973
35 28 106017
26 36 110393
12 21 126488
8 12 221397
35 7 121602
30 26 154571
19 20 65610
33 30 91491
10 42 194971
33 39 187763
38 39 118313
25 31 86204
38 12 135669
32 4 118220
6 10 184137
32 21 144328
30 29 112172
2 8 222811
26 24 76473
23 4 136663
17 42 140582
7 36 82760
23 10 196489
16 25 172468
32 5 140473
33 37 87962
23 22 194668
18 28 113523
27 36 186495
39 16 140921
40 41 182665
42 41 184394
41 23 181419
26 1 132635
8 19 125145
35 11 80361
34 38 96322
2 6 145898
6 4 79610
6 3 195528
30 9 165539
13 33 183738
33 19 59922
17 40 168774
20 23 90386
18 5 104735
5 42 124126
23 14 198194
15 2 124975
25 12 105257
2 36 149702
28 39 151905
35 10 25142
40 38 126231
13 41 77244
27 42 191360
34 4 126636
33 20 41027
36 5 124927
22 38 193781
5 30 150520
6 19 164375
7 13 127816
1 37 206962
24 29 109264
21 16 184072
11 25 199047
11 39 244383
23 19 70954
9 21 185089
33 4 144687
12 24 136896
37 13 132365
6 9 109070
23 2 168620
6 14 116324
24 37 145819
20 6 196441
35 18 118149
32 38 165760
4 9 58126
3 32 105666
27 18 148466
29 10 170399
16 36 26084
15 18 4535
35 4 167764
29 3 86465
7 27 169315
33 25 171476
1 40 98434
9 33 137610
4 40 185824
10 2 97387
36 31 96497
22 34 171181
35 29 175466
11 22 181504
27 16 196739
8 5 220794
42 26 100749
6 15 174097
38 24 176123
31 4 88528
8 38 134673
18 31 94890
18 12 113943
40 3 60417
28 8 233686
42 18 109397
25 41 136689
2 20 140845
2 31 99120
36 34 141160
34 7 116271
33 29 151464
14 9 39144
10 38 135063
15 41 134083
31 22 156521
22 32 212581
20 7 140036
34 29 22199
23 25 224450
19 22 203309
16 35 189515
34 39 137438
42 25 145583
26 8 197417
13 11 77732
3 26 128864
28 14 13587
25 3 146270
32 7 108286
35 1 188345
34 40 124683
2 41 140007
26 20 139447
10 27 162075
31 21 173015
2 18 129510
33 2 157588
9 38 133363
10 34 148200
11 17 161134
3 16 113847
37 36 199914
40 42 149736
17 31 81203
39 13 166651
10 17 56156
33 22 172699
39 23 56887
38 11 144955
8 11 171783
34 11 151343
16 23 183111
13 38 128262
3 12 134021
24 15 47412
10 41 154932
21 22 153298
20 11 172503
42 6 138815
2 28 43161
16 5 151011
6 38 154847
31 9 52338
29 22 193380
27 35 136933
22 1 17484
38 14 136768
17 28 25244
9 35 131574
2 25 55830
35 33 146692
29 20 174603
10 40 115053
18 6 178632
10 22 164386
26 15 104251
25 36 146384
29 39 115239
41 21 186153
41 14 110433
34 13 73611
2 38 107194
28 26 41763
36 32 191046
6 21 203440
9 13 111151
23 3 214028
38 16 169727
39 3 174424
30 19 151413
6 34 134444
19 7 158931
2 13 126008
16 18 93769
1 8 237046
29 15 61852
29 2 74596
35 15 113614
19 4 84765
22 7 142784
14 7 55809
26 23 183821
29 36 118961
39 20 147273
1 3 89431
4 10 143147
17 21 167200
12 33 66219
8 37 136756
38 30 160941
35 31 135339
10 20 179084
12 40 123000
37 25 136021
16 6 174100
36 8 261378
41 33 125884
39 31 210576
35 17 80773
7 2 85383
11 27 121707
27 39 145325
37 34 58754
15 7 76618
29 19 108993
14 20 111271
12 2 118173
1 30 63724
42 35 169829
39 2 189835
19 35 119449
31 33 112746
33 32 150705
1 12 159371
27 33 77406
18 13 52304
26 17 39833
39 40 234841
4 41 130269
41 31 106192
6 28 102737
20 30 132518
3 38 160588
20 24 159568
30 25 171977
22 2 126147
28 19 140827
15 39 158881
3 33 117198
38 19 9528
4 42 101873
29 12 168931
17 23 209851
13 40 132799
18 21 139122
14 40 179347
37 32 180508
18 40 80495
24 35 66202
19 18 130982
33 21 60269
17 13 140016
21 5 150744
13 25 145017
8 35 244594
36 30 165638
14 25 26256
31 16 122581
1 23 212152
15 33 141811
30 23 222367
17 2 41231
35 23 171347
7 41 92455
13 31 141553
31 11 167670
28 30 159308
6 37 192415
14 30 145721
15 37 98407
22 12 175574
6 30 169821
9 24 87441
31 15 90355
3 10 163369
38 26 122395
42 3 89319
13 29 51412
39 17 177149
32 14 145272
25 28 39843
32 31 94549
31 12 46527
19 25 153496
14 22 96573
14 1 114057
9 3 139832
28 34 139956
2 3 149588
21 42 160675
