Case #1: 70
7 34 290221
17 44 320497
35 22 365900
35 13 384873
9 33 148357
46 4 138342
39 46 496451
15 7 202141
39 31 255182
28 32 246335
10 28 299844
21 4 312528
23 28 301924
7 47 239135
21 48 372682
22 44 381011
33 21 385687
14 34 282902
26 4 285892
14 9 363707
27 45 77850
1 43 485444
24 31 272455
41 27 136633
23 50 130682
40 19 535815
20 6 379523
26 46 380503
41 17 201688
15 49 218937
24 49 273306
20 39 364951
11 7 274745
49 1 224435
15 32 79354
34 9 424859
40 4 306841
44 16 393283
33 44 203098
13 33 213487
2 21 412077
45 9 302086
12 46 413687
3 32 226306
48 33 266746
31 19 465591
35 16 423786
19 15 424423
50 19 466646
15 9 171016
31 10 58108
42 31 92815
28 33 253060
23 33 104475
18 11 245197
16 15 250483
16 46 332754
6 4 110903
30 22 258457
13 17 261887
50 8 287669
6 40 339978
Case #289: 111
17 2 147889
32 29 261509
25 8 183266
31 30 256436
20 1 192655
8 31 180646
6 29 105223
29 8 1957
10 31 13428
4 6 175527
20 11 205553
21 31 48744
26 28 116004
22 15 335722
24 9 200218
8 16 79868
7 17 21712
22 17 165353
27 18 237566
27 21 192258
30 21 207692
26 7 261352
11 29 262483
19 16 376
28 19 36831
16 31 101530
1 13 148095
18 5 316656
12 21 46275
13 14 205310
27 11 82299
19 20 167979
31 2 183457
4 12 113271
11 26 280088
18 13 304213
3 9 372239
10 26 139751
31 20 81560
26 22 157721
7 16 108893
18 26 423783
15 16 257550
13 11 125090
17 3 331668
7 19 108517
31 24 91346
5 9 368060
13 25 46520
15 25 173375
6 22 233847
30 17 134344
3 20 310217
7 12 171731
4 14 156049
9 15 303570
1 2 213092
11 25 141348
11 30 317651
13 12 46369
5 28 224558
16 24 115363
20 24 138196
18 14 276985
10 1 178567
26 2 304842
29 14 70521
1 30 195231
13 21 15131
16 17 87181
32 2 360618
18 25 320471
27 5 333418
5 30 235266
19 22 78548
27 23 177416
2 13 149844
24 19 114987
19 18 270948
29 12 185072
8 17 7313
7 30 156056
14 10 235782
18 12 328035
1 11 273185
7 28 145348
2 12 180988
9 1 299922
9 14 328389
30 18 81390
19 13 57254
9 32 281761
32 15 21809
27 10 237861
4 31 115740
28 29 118280
29 25 183913
19 1 90841
5 10 275453
10 18 334685
24 27 234860
15 8 285275
5 25 290208
4 2 67717
25 32 195184
28 25 140605
1 18 259012
7 27 200118
29 1 66243
10 6 243025
3 27 406881
Case #290: 79
23 20 274968
9 28 344418
20 8 410870
25 7 116524
18 28 287110
13 9 614746
11 8 594159
22 27 313323
23 26 340839
10 9 663814
3 1 168178
18 26 348700
10 3 530904
23 13 532416
28 11 202024
25 1 192917
11 14 336444
25 26 435768
24 19 46667
28 2 505547
3 20 264262
22 14 160919
18 19 216112
9 18 317536
20 22 447045
11 27 445120
27 13 432535
5 13 640204
16 25 503180
1 10 498660
7 18 190883
13 12 228298
1 5 373585
13 25 437487
25 21 151866
2 13 571983
12 2 349464
26 15 265639
12 24 235959
26 6 620968
25 23 94929
10 25 519780
19 21 370150
3 15 24350
28 13 410356
5 15 187960
22 26 415582
26 10 589080
15 9 225985
22 9 384418
12 7 371225
7 4 101091
4 27 156649
7 20 189280
12 3 328887
8 15 344183
21 16 608469
19 17 240051
2 6 384964
29 9 210218
21 6 346878
10 23 476396
9 14 223499
8 16 591253
10 16 672090
2 22 375398
22 24 329661
7 16 386656
27 20 244838
2 20 313053
12 27 402624
4 24 172987
11 2 515387
22 4 156674
10 20 347881
23 6 392416
5 27 249034
20 26 389346
26 12 243648
Case #291: 421
3 37 160164
19 8 58615
11 9 108494
37 25 131804
7 13 129918
20 23 245265
21 29 88893
5 25 16002
19 6 148248
29 17 117872
36 11 304558
16 6 152536
17 33 136076
4 1 144561
15 28 1294
1 16 218617
5 11 146530
3 4 166956
24 16 146735
24 14 262259
25 17 112008
7 22 211542
12 27 218920
31 29 309431
5 8 92588
9 21 215062
17 16 115540
12 21 188027
8 10 192085
27 3 152945
36 4 238765
10 18 243814
6 10 176444
36 37 231973
32 1 113721
5 7 210507
23 32 151073
10 7 176425
12 15 179557
29 2 130060
5 10 132960
27 5 171688
16 11 162737
9 13 153713
31 13 257073
21 1 137277
33 6 111907
3 5 173865
18 17 104366
27 33 71938
19 5 151203
23 29 48485
6 20 209066
16 8 168177
33 16 145768
23 24 229906
6 18 141362
23 12 253134
3 22 64787
7 17 83394
9 8 113934
7 12 260522
19 33 177713
24 6 250124
26 11 183114
22 27 88158
33 29 105654
7 16 198934
13 21 123665
20 37 196612
25 23 158538
13 23 183140
35 21 130819
20 31 206165
28 30 151590
32 19 170787
31 4 216601
32 29 102588
28 11 132534
26 9 136593
36 25 260436
27 21 88699
4 37 6792
30 22 209526
9 20 233367
37 19 202861
3 1 174033
16 25 227548
32 15 140149
12 20 48288
13 3 165840
12 6 169608
6 3 156312
19 29 211055
37 8 146425
16 31 347891
1 13 100710
21 24 261810
17 14 104381
31 10 367041
19 14 215126
28 24 252046
37 23 148107
23 2 178545
9 10 226137
20 13 213611
17 9 107189
5 23 174540
31 5 321821
13 17 46524
9 14 134165
11 30 151760
19 18 110344
29 3 92999
29 6 125127
17 10 139448
8 12 124491
10 22 85822
6 8 89633
5 22 187929
10 32 160198
37 7 140591
12 31 211223
7 4 133799
17 23 166357
22 8 186548
17 12 177128
19 21 180480
17 20 172070
22 1 188097
3 26 155423
22 19 239267
9 19 172549
13 18 150890
4 33 66432
18 36 343160
19 28 170716
28 33 6997
35 1 90107
2 20 151717
11 29 165069
27 20 208910
34 8 116601
28 23 115290
23 7 134845
18 23 270723
7 34 147358
19 16 210966
8 28 112101
13 2 171229
3 8 232619
6 4 63584
37 12 226400
36 35 280307
25 12 94596
33 18 170827
34 9 171153
22 11 181108
13 27 178842
6 7 120390
16 34 179504
21 10 146503
6 13 9528
30 31 184550
2 30 130102
26 1 202983
20 7 247729
15 2 193132
12 9 203775
28 21 9764
14 26 230735
30 35 127509
25 9 109179
18 12 176220
26 10 176458
10 36 217951
3 21 181892
24 37 248586
14 16 219921
2 37 197225
34 15 111057
36 22 188553
5 1 32172
23 26 167333
13 29 134655
32 27 162534
15 5 94047
5 28 95341
18 16 219906
32 30 209990
31 8 282368
12 34 223023
28 3 191656
30 20 21615
23 1 174708
16 4 183488
36 28 179330
26 2 11212
24 29 181421
3 17 179982
5 34 191974
37 35 116734
3 2 166635
20 29 228632
4 25 128391
34 6 100960
24 15 250752
25 33 115752
14 1 158567
5 6 91014
24 22 153209
37 29 99622
1 25 16170
21 30 161354
3 19 291234
16 35 138486
26 32 165012
30 18 149547
29 1 190738
20 18 171162
14 5 158399
11 31 315440
33 21 16761
11 21 122770
18 3 284348
10 33 163264
18 21 173594
21 25 121107
34 23 102393
24 26 116286
37 21 76401
23 4 154899
3 9 221998
20 36 246095
15 17 130373
6 28 118904
34 11 111161
21 31 286210
35 13 69470
7 33 110757
14 22 140099
8 2 177342
22 34 82120
2 33 187429
30 27 230525
33 34 105354
27 28 78935
7 28 117754
34 32 123499
17 5 128010
5 33 99750
18 31 334097
2 1 214195
15 9 219228
17 11 47197
19 4 209653
31 7 350400
24 25 262926
11 1 114358
26 5 202815
37 15 65343
8 26 188554
13 10 185972
36 8 291431
32 14 89924
29 27 59946
12 30 26673
18 25 128315
10 2 179724
28 17 131667
16 2 41661
19 1 119031
29 16 133776
6 15 117610
22 33 133866
7 11 130591
35 17 22946
37 32 79331
35 4 123090
5 12 110598
28 14 170330
30 3 274313
33 3 198653
18 27 242765
10 11 186645
20 19 60818
11 19 112557
15 10 157561
30 8 97818
30 15 152884
31 26 303440
16 22 143509
30 29 226995
28 35 140583
25 20 142884
5 30 137271
9 16 189466
11 4 98839
24 4 255378
2 17 124705
30 36 267710
24 9 252879
13 28 113901
33 37 59640
35 32 82481
11 32 106732
22 32 74376
18 22 238277
24 31 419726
36 6 233941
6 21 128668
9 31 369518
35 26 158863
7 27 182695
34 24 235329
25 26 186813
2 14 229086
30 13 191996
15 29 99951
14 8 157018
2 7 208099
9 7 190583
28 29 98657
23 21 105526
29 12 211065
10 25 116958
22 37 95377
14 31 313502
26 29 118848
4 27 138370
27 19 249651
11 37 105631
4 5 144393
35 33 147580
15 22 128163
25 32 97551
6 31 266601
2 34 183968
5 2 214027
21 15 11058
22 23 76697
11 23 213554
28 1 127513
26 21 207741
8 32 112172
16 30 171763
32 2 176224
27 17 177818
34 26 172756
14 6 67385
12 26 92217
10 27 117556
36 2 215886
12 36 294383
17 19 111252
19 12 65876
24 35 240632
13 32 32067
23 33 122287
4 2 204017
17 1 103077
15 1 126219
20 4 203404
32 17 59535
13 5 100542
14 35 127327
28 20 129975
35 19 88306
3 15 192950
29 25 174568
4 9 152917
14 18 208747
6 27 183845
32 7 142929
21 16 162529
9 23 233908
37 34 45714
27 34 113854
29 5 190570
8 4 152781
23 35 189303
25 27 187690
2 31 314652
15 31 275152
21 32 151207
33 15 5703
32 33 134446
35 20 149124
16 10 191386
14 23 160372
14 4 110485
9 2 147805
37 14 103693
6 37 56792
27 14 171833
7 30 233849
30 6 187451
31 35 312059
16 37 190280
31 27 274061
22 26 90636
11 35 24251
37 30 218227
17 36 259819
2 18 229071
28 12 178263
28 25 111343
21 22 117105
25 34 175972
32 24 227585
24 13 259652
33 12 185260
13 12 179136
11 18 105671
24 18 316347
37 13 47264
7 3 263376
4 26 192805
36 26 227098
12 24 208503
35 6 59942
Case #292: Impossible
Case #293: 334
2 26 338204
36 31 205722
24 46 123773
9 20 159479
1 35 170909
34 42 266260
20 22 309593
18 28 344681
4 17 133286
10 47 147160
22 47 141038
21 49 31810
40 5 19764
25 29 47853
14 19 176255
29 44 139761
36 7 237597
13 34 116817
47 11 224880
27 10 123701
17 11 97106
14 22 275935
33 39 271781
16 26 298272
28 4 315967
26 34 309865
30 39 125143
30 26 270487
5 25 54381
14 29 250873
5 49 227918
44 4 141723
6 48 195517
30 47 261407
36 43 214859
46 8 152692
49 44 200523
35 9 93536
45 35 270349
5 4 119919
37 24 130713
5 38 128832
32 12 324489
38 50 67718
12 36 225802
19 12 195508
28 24 350384
12 8 103444
21 38 230863
31 44 89467
8 10 154661
33 50 270374
27 49 169340
36 34 224643
4 38 140253
38 19 179149
39 7 157095
45 39 211025
14 50 41924
15 29 138580
36 49 85728
46 42 271942
26 38 290660
21 41 266613
24 44 82879
47 5 194782
13 1 168419
8 24 221626
23 3 178870
12 2 25258
25 15 186433
7 22 248321
37 32 286287
4 15 243158
2 27 73924
11 1 161813
24 1 130488
32 29 331990
48 16 160173
8 42 263707
16 11 222908
42 32 250528
13 14 151161
44 5 125683
14 18 166953
40 8 130761
1 27 97187
15 31 265916
29 48 211173
31 16 249959
33 5 412144
40 38 148596
36 30 237865
7 45 213834
23 48 255780
44 30 78697
28 20 215872
39 38 66311
37 2 197711
34 9 136405
47 19 242835
7 48 166891
34 12 53597
13 22 280146
16 9 182146
35 4 194858
2 36 251060
37 14 203716
16 12 186826
8 1 181175
41 31 228765
10 9 141058
33 45 297338
29 5 102234
28 33 513806
40 32 249520
39 27 36598
16 35 253636
18 25 227303
3 37 163290
4 24 194101
25 20 197568
13 33 379611
49 40 210061
47 42 352179
16 7 208368
17 32 282651
26 18 357568
43 45 278725
27 19 149436
25 26 149078
32 27 248301
4 25 134772
49 1 230508
35 23 182798
5 8 150525
42 50 258680
45 34 220012
14 25 208838
22 31 288533
46 36 173263
10 19 152892
28 17 227283
39 43 261873
19 29 168130
45 50 212432
6 15 257549
14 45 254356
25 42 172041
27 30 88545
26 42 321119
28 29 276622
35 43 207938
16 2 161568
22 48 290000
40 7 77716
9 39 138788
5 6 146557
14 2 62683
14 9 170749
15 11 262915
38 24 63014
26 21 192291
3 7 203256
34 5 184874
48 12 113090
24 40 93946
17 25 1486
15 5 179176
50 44 69188
31 48 208482
24 42 217278
37 10 108091
36 10 171294
10 46 1969
41 42 278608
3 15 336866
17 2 201347
4 49 203870
6 35 150595
38 36 212254
43 37 147369
35 13 223568
12 24 191909
35 3 223859
23 21 177390
8 29 146969
21 6 115078
46 35 164058
19 13 78204
15 21 338346
5 12 159096
7 5 57952
32 36 265726
7 29 53261
25 9 38089
42 27 220675
8 18 215923
36 17 134997
46 9 139089
18 48 199692
21 27 201150
3 14 206549
27 7 136078
1 18 139096
50 4 72535
36 6 168996
27 6 124931
33 29 450779
29 34 216529
31 1 120651
48 50 123751
19 8 147209
26 46 250078
42 18 133651
27 47 235863
32 41 304956
45 15 195058
41 11 97517
34 15 178203
16 30 211891
48 9 198437
45 40 175646
5 3 219821
7 43 253605
32 6 263266
21 10 265771
13 50 109237
20 26 216711
37 21 164770
32 44 238453
15 7 191841
40 44 145447
27 5 158545
16 21 232229
19 15 220970
32 22 39387
8 11 147496
23 8 66280
26 7 250192
2 38 103637
26 50 317118
22 26 298132
22 34 254499
24 36 242047
11 39 110122
14 20 127498
28 34 251012
43 14 291796
12 41 92807
7 49 169966
4 1 189332
34 2 28339
48 15 237696
35 47 302073
28 10 263158
50 29 208949
32 3 146708
50 39 1407
37 22 246900
20 16 81561
11 19 243046
4 29 182625
42 19 370111
26 41 329709
18 13 158256
38 44 19865
31 4 211283
20 34 93154
46 3 265282
39 40 174097
19 48 210271
4 16 198184
36 25 136483
47 34 253655
15 1 235482
26 1 278561
16 40 158933
41 43 333122
45 8 295474
40 33 427904
29 24 176416
24 48 183121
14 44 111112
8 41 179202
6 43 178106
38 27 29713
23 5 178760
11 7 141691
8 22 219911
37 15 191555
26 32 337519
35 34 144888
18 36 232330
10 29 153794
21 45 184364
37 47 244137
2 35 173227
3 1 263798
16 33 391039
21 29 217745
1 16 129308
16 34 133229
8 37 93994
2 40 193449
29 39 210356
23 17 125865
1 29 180308
24 26 274669
48 32 284673
2 6 107685
32 8 259298
14 35 179232
19 46 150923
4 45 275801
35 30 184467
45 11 239621
29 41 231456
50 9 140195
48 45 214437
22 6 223879
13 43 192865
28 14 285356
39 12 62584
35 19 279041
39 42 257273
21 40 201537
46 12 109505
14 27 79929
27 35 172499
48 2 87832
14 46 187204
1 12 81022
20 19 48757
Case #294: 24
6 2 550661
11 5 267610
5 6 531030
8 7 444643
12 3 792282
9 5 428631
6 7 505508
9 6 407227
7 2 303324
1 7 845523
5 3 25460
11 2 512581
4 8 482598
11 6 285271
7 3 294179
9 7 159912
10 3 385456
12 1 833037
5 8 430385
12 5 817742
2 1 873823
2 5 501228
3 8 404925
4 10 527376
Case #295: 18
11 7 633990
22 18 629158
7 8 566829
13 6 849137
16 21 825807
22 5 118246
2 14 627425
14 19 290339
20 12 220113
1 7 993292
17 5 603404
1 8 865900
9 2 722308
4 1 512292
25 9 448259
3 6 504568
8 6 143282
14 18 612260
Case #296: 464
34 17 46243
31 17 151751
18 15 96878
23 44 156185
18 21 45427
32 6 61972
3 35 125339
9 42 94894
16 6 125130
16 12 57999
15 37 145794
40 9 136859
19 37 170148
5 14 118495
5 38 99718
32 12 78097
15 14 134944
8 15 210142
45 43 119441
24 33 27734
43 2 177531
10 15 84127
12 34 31918
43 21 132140
38 30 141649
19 15 152414
40 17 73821
43 18 107429
42 37 195317
41 4 100648
27 30 22190
18 28 113300
27 13 81181
38 6 166510
11 43 129232
4 34 135840
22 26 34927
39 10 58354
20 27 129248
29 35 12226
38 9 27338
31 4 138759
14 2 18421
2 22 89918
25 44 207762
3 16 140742
5 20 123733
14 12 14155
19 3 152106
38 40 164197
8 7 41158
20 25 129459
5 7 25013
35 26 109110
28 10 118593
19 7 91486
34 41 119390
41 15 164678
25 19 200983
22 40 105438
43 19 102999
36 21 166354
18 45 125883
24 1 142540
38 23 125062
38 16 162700
42 21 178610
12 37 127664
24 10 115320
32 1 98968
2 33 149947
43 15 178805
37 34 131272
8 19 132644
19 2 151140
17 20 55448
14 20 55278
37 30 106462
24 27 114882
42 10 145934
4 19 88384
9 7 47367
2 35 85186
45 20 166785
6 39 51511
24 34 130252
2 30 114581
38 27 149043
34 38 115346
7 18 85656
42 27 122129
10 4 20097
27 41 51843
12 33 145681
29 34 96754
8 25 146846
18 37 101597
22 15 176209
43 30 140349
2 32 73831
44 40 245576
35 10 104936
14 36 109528
19 23 116979
17 11 99594
38 8 66532
32 43 103700
27 10 130502
37 23 137538
39 31 92331
12 5 104340
17 27 110982
29 17 98608
23 34 70345
42 39 204288
18 44 120244
34 20 73041
7 45 125446
30 21 142880
19 6 139281
2 4 102950
15 12 149099
8 42 73044
24 42 87807
43 40 155320
31 43 52624
44 4 87396
37 9 161467
45 2 129928
15 24 159253
15 42 230061
45 34 129270
44 2 190346
27 45 144029
5 9 72380
26 20 70118
20 36 127964
7 37 163431
3 15 231842
33 1 170274
26 28 65606
22 10 92082
8 34 73926
28 44 226086
6 15 155121
25 38 122394
18 41 67800
12 26 50725
22 37 159659
33 30 164806
38 20 124094
27 12 96657
30 20 132679
19 44 175780
12 11 85269
19 20 187997
36 18 120927
36 4 149315
37 40 125975
28 34 75449
41 8 45464
2 5 108606
22 21 124758
26 6 112534
22 34 96297
35 31 165335
5 22 31338
26 27 103204
42 19 139013
35 13 162940
22 3 66945
38 41 111996
38 12 104701
13 38 178604
1 6 36996
15 45 158763
35 18 92185
23 25 126763
25 5 84484
16 9 135362
1 16 90849
40 7 111763
7 16 137326
16 13 145796
41 36 53127
34 40 91414
13 8 112072
5 23 142767
30 9 114311
44 38 247726
11 31 181856
41 14 122900
10 9 145774
32 11 90428
45 4 141896
39 36 147252
23 21 88826
37 31 220523
9 19 138853
21 4 78275
19 32 77309
14 37 113509
9 6 139172
44 41 188044
32 40 129061
7 4 118504
27 18 119643
19 18 81038
23 10 48692
20 44 227203
41 26 58020
33 5 93027
2 11 89535
13 10 91660
27 23 117576
30 3 119691
44 7 205900
26 19 120088
24 4 95223
30 22 90467
3 41 90038
15 7 182534
16 45 67663
26 21 159685
18 8 113264
39 1 88507
16 28 101530
24 11 163978
39 16 112490
35 14 66765
5 10 123420
33 11 168992
43 23 143370
13 40 115774
20 9 96756
39 28 176947
5 34 114985
5 4 122420
9 31 189228
20 37 168787
34 42 131671
27 33 142616
2 17 18591
16 17 72324
45 37 191505
28 12 43531
40 4 158180
10 36 129218
40 31 188390
11 18 94157
44 22 199575
29 12 84283
25 1 161731
13 42 185116
3 43 185638
18 31 131413
12 18 81826
6 11 143553
26 5 53615
26 38 53976
27 16 76366
42 4 166031
14 11 71114
39 11 139760
7 22 6325
10 19 68287
3 37 166847
13 41 66608
10 43 94678
31 23 98999
25 30 131035
21 17 141578
12 6 140069
2 26 54991
21 13 136823
37 44 169160
14 38 118856
45 24 165726
44 3 266520
32 15 93149
16 41 128209
16 32 63158
21 29 125386
17 43 196122
3 9 58656
32 31 127684
8 23 101708
18 10 12751
25 39 117828
37 5 188444
15 9 226462
29 44 166547
6 2 135803
14 33 159836
13 12 137865
15 33 131519
22 32 83060
31 26 170463
40 27 37161
35 42 128035
39 27 148536
1 9 149627
14 44 205473
3 23 121170
1 45 23186
13 39 150014
15 44 151426
19 33 139520
38 24 114985
1 37 168319
12 42 126854
33 32 96608
11 9 162632
41 40 89004
4 39 78451
42 30 144319
28 24 134488
13 14 123710
37 29 160915
29 9 108517
8 24 81438
45 14 111507
11 13 127709
21 12 127253
40 45 178622
13 26 124628
24 36 116166
33 28 160562
34 35 84528
32 41 71529
11 38 189970
4 43 114775
38 4 160330
7 38 74705
27 31 170783
36 44 236711
42 40 159290
39 15 142481
6 43 59259
32 37 97868
10 6 70994
11 44 188899
28 20 84654
14 23 52582
24 41 126902
22 24 46605
22 33 74339
32 29 83688
6 3 144552
35 5 55495
26 8 12556
45 39 111693
17 13 152190
25 43 166152
1 28 190311
3 7 60620
15 28 180646
21 3 191703
17 19 156488
25 12 88336
7 33 68014
25 33 177511
30 5 121805
28 17 29206
14 40 73651
1 14 134693
43 37 190582
37 26 134829
16 40 110959
17 6 148934
15 27 112926
45 23 161824
3 36 136506
23 7 117754
43 36 119443
33 6 158580
26 16 108724
43 8 159237
26 9 26638
37 4 81764
41 39 106025
6 20 157540
18 42 133183
14 8 77436
13 15 135593
30 6 84167
30 13 96261
13 31 210322
25 4 120366
35 30 177300
11 21 139584
6 36 95741
3 40 142239
10 25 133925
10 11 81406
41 29 142597
23 2 34161
17 8 48956
12 41 108745
13 3 156646
24 18 125936
42 36 123413
31 5 166874
26 7 28602
34 11 88877
40 19 190599
8 33 107512
33 42 115541
36 30 23474
40 5 136776
34 1 152456
32 27 123372
2 8 67547
21 14 141408
34 25 91944
39 3 196063
42 11 171225
15 17 163424
11 8 146403
16 30 98556
29 19 159768
36 32 124656
31 10 118662
11 40 83689
33 4 67489
24 26 68882
12 30 118847
26 23 89152
30 11 71286
22 13 149458
13 5 178243
30 24 137072
11 45 94933
29 1 120516
20 11 126392
36 38 150327
39 23 107046
42 14 141009
4 18 32848
13 19 159947
17 3 68418
2 16 62265
12 1 148848
33 34 156326
29 7 68282
33 23 136278
26 11 135994
31 22 135536
36 40 35877
20 4 139807
25 15 184396
33 13 139052
43 42 183826
34 13 141473
28 2 47797
34 2 36184
28 25 131867
16 18 66887
17 32 92422
20 3 102136
44 13 158959
27 43 118159
3 4 179124
15 1 181949
Case #297: 717
11 31 99103
7 10 143492
25 22 152022
46 38 134988
22 16 136508
19 2 169407
32 11 38041
21 41 204758
17 45 240241
18 19 123070
13 23 152134
25 29 133652
39 11 141712
39 26 111580
38 31 149772
44 30 141307
11 43 113304
28 11 149983
37 15 184512
16 34 127745
42 15 70562
13 33 238928
24 36 101414
17 43 127889
4 5 198517
12 14 120542
30 6 138901
21 27 245790
9 5 123313
24 34 95043
23 8 162353
40 8 192713
6 43 164948
10 31 183283
11 15 127358
2 21 166950
19 43 138035
35 37 155343
17 18 142579
17 33 317267
25 45 187545
44 42 185316
45 43 165366
38 36 211972
7 6 123668
29 35 161142
15 26 203430
5 11 214138
6 36 114780
46 2 148876
12 45 67480
18 27 284016
2 32 193446
28 19 128276
19 5 88123
3 1 156292
33 7 318127
44 22 139865
8 7 103500
20 28 168611
37 27 207657
20 10 195429
20 13 119483
20 11 133760
5 23 165251
7 18 114427
21 9 189416
21 15 206415
33 6 195293
33 44 258855
44 24 66505
19 36 186429
14 18 196580
22 3 157041
44 31 157086
23 29 177857
4 31 113882
18 29 186054
2 11 211498
24 7 92881
30 42 81733
46 24 137259
27 6 247916
42 32 97805
37 44 121915
5 40 101575
37 32 92572
27 22 68936
17 10 225235
35 36 154745
4 14 119999
29 21 169305
37 30 84507
4 39 165721
29 8 114802
19 4 188671
10 34 187745
2 27 257837
21 3 86833
12 34 137558
16 21 61349
33 32 228712
26 35 139149
14 25 130738
19 21 211575
42 22 101683
40 45 161043
10 36 147514
25 38 176519
17 20 180888
5 2 81284
11 25 83754
7 30 121439
18 43 216079
32 36 91974
31 5 208823
5 33 275996
9 3 112221
43 3 160373
40 11 128814
33 19 282263
6 5 80703
24 21 124497
30 12 58280
35 17 182738
30 29 115185
22 13 94270
31 18 209046
9 8 184558
18 11 229047
9 43 141477
15 2 84140
28 27 156311
37 39 107116
44 35 138327
37 38 211374
21 34 189094
30 19 121797
1 44 150229
22 39 69060
37 3 172187
45 9 169249
37 2 162534
4 2 184272
2 42 154702
10 23 177746
45 36 183587
43 13 182315
18 44 155252
13 42 7413
38 41 175092
16 6 170677
12 35 136317
9 36 157390
14 9 165244
19 46 127116
17 26 100806
34 37 166103
1 20 77978
14 5 161633
44 34 161548
10 3 176383
25 2 215980
27 45 188904
26 20 83202
32 22 152582
27 1 251619
30 11 21969
36 29 157246
15 14 128364
15 35 183426
42 10 92555
13 1 117476
38 5 105859
9 20 189524
24 17 179135
42 35 127690
4 29 175564
13 17 188801
4 6 130830
9 37 157988
38 1 70888
34 11 103565
29 39 144954
18 40 136522
16 42 181959
34 42 114105
37 23 30830
32 46 123682
18 35 86801
8 31 193311
35 8 154175
41 36 133330
36 5 195483
28 38 171783
3 13 195079
12 19 100048
34 5 204361
28 15 116843
3 40 73368
1 11 77948
25 41 13560
42 4 142112
22 1 188270
1 42 110063
32 30 16072
1 24 130326
25 46 67104
12 36 143385
26 11 146685
6 29 204118
29 14 130541
36 33 271044
41 29 125933
38 24 187679
4 37 78711
7 19 163207
40 16 170821
7 16 156029
39 25 129031
10 9 157621
20 5 96629
3 36 171589
1 28 100895
11 46 129579
18 45 242289
9 12 144217
9 13 160257
10 11 196257
9 33 237903
12 39 88049
21 17 201429
7 22 141389
40 32 122917
5 44 168329
32 41 64297
20 37 103765
32 1 72051
44 23 114623
29 26 161820
18 42 201039
41 24 149424
22 4 96661
16 17 195681
14 23 146767
20 22 195852
8 26 215670
4 21 101196
21 45 91826
33 11 234609
3 28 198030
25 30 61785
12 18 177586
32 20 127863
19 37 187027
41 45 173985
46 26 95272
13 27 163206
12 20 135523
5 26 179831
40 34 136818
42 7 86612
39 5 156515
23 15 153682
26 6 137865
29 32 116115
9 7 81058
33 39 267554
22 11 118101
35 39 104661
32 43 142142
31 32 93206
29 38 188455
21 46 164654
25 32 77857
4 12 118659
21 6 156444
4 41 126123
39 18 191462
27 32 211765
43 15 206834
46 29 66548
46 10 183359
22 26 180640
8 13 73937
7 21 217378
34 3 178724
28 43 165050
17 29 225346
44 9 45016
34 30 81596
1 8 109789
10 12 116008
1 41 104204
40 7 111976
20 40 4946
37 24 102012
5 45 207342
15 32 121461
41 7 169664
17 1 181282
42 43 189728
22 15 125339
27 39 137996
41 12 106505
14 21 87580
19 32 137869
33 28 285869
33 34 139968
45 11 147729
13 10 99968
11 13 96289
1 9 152270
18 34 204584
32 18 238479
44 41 169327
14 10 152891
33 29 220621
21 33 274933
33 26 320161
2 45 198729
22 9 184881
33 30 212640
9 38 144347
6 20 147925
24 11 164550
18 38 140806
16 41 165970
32 17 109231
16 30 202851
15 13 63149
44 21 144400
46 17 192958
34 6 148954
13 6 169205
29 1 143515
19 27 160946
20 35 148483
27 12 147166
31 24 90581
27 44 187798
4 33 229773
20 34 131872
37 21 124306
41 27 147839
7 25 183224
40 28 173557
22 36 139319
15 34 184667
6 40 142979
24 14 143300
28 30 128014
40 38 119344
15 7 16050
6 19 86970
2 24 160971
45 29 77479
14 41 117178
19 1 144314
32 5 203532
29 5 151107
33 1 268619
6 45 126639
34 45 158132
15 39 135158
2 22 209479
6 24 153292
4 24 23301
16 10 109248
5 27 249069
4 16 39847
16 46 153805
4 3 106982
19 40 144132
15 38 186278
3 44 150186
32 34 97668
7 20 116922
29 9 181259
36 14 154058
40 31 141280
16 12 158506
41 22 165582
35 30 158066
12 6 185245
24 13 111398
16 25 179530
43 23 80400
8 16 216403
15 8 105006
42 39 111502
12 38 156594
46 6 159995
3 19 156581
5 30 192169
45 20 156097
7 27 210325
41 39 115471
35 3 120312
35 31 193356
40 25 84120
38 10 94977
42 26 194301
1 16 146872
21 8 210343
31 39 196877
26 3 161516
45 15 114589
4 27 144594
8 33 312865
8 25 177962
19 45 135448
44 6 87626
25 4 139683
36 8 192585
25 12 120065
41 9 144516
39 1 119210
30 21 156533
24 25 162984
22 5 180133
4 20 126028
29 34 80653
19 35 36269
35 1 180583
2 7 68090
10 41 195524
20 23 133399
19 15 147157
16 28 172546
19 39 109961
17 34 177299
37 45 182989
29 28 126639
32 23 61742
34 1 137575
43 36 50168
13 40 124429
17 2 96242
24 39 142420
44 13 177903
10 4 69401
35 32 173530
11 27 187037
25 34 97878
1 45 154090
23 33 279841
41 13 122545
34 14 150549
23 2 131704
25 13 136105
12 15 47109
40 35 153429
40 36 98221
6 22 178980
20 25 79174
8 20 187767
13 45 51440
16 9 128067
39 2 219298
18 23 178041
23 31 154948
13 38 162416
26 43 35155
7 39 151208
36 39 106518
18 41 178891
35 9 93311
13 5 172131
30 45 125760
14 43 161120
20 30 111791
3 14 143318
36 13 132147
37 14 153460
